#lag #mat #recall #FAR #RSME
# RollingPerceptron:
1	73	0.994891	0.006032	0.327555
2	76	0.979563	0.021800	0.507958
3	384	1.000000	0.059415	0.688224
4	594	0.975848	0.110876	0.887878
5	598	0.480957	0.161199	1.096842
6	752	1.000000	0.205242	1.345057
7	820	1.000000	0.242435	1.597876
8	822	1.000000	0.221056	1.855479
9	884	1.000000	0.233262	2.106173
10	885	0.972132	0.230515	2.379350


# LinearPerceptron:
1	0	0.972132	0.027868	0.410404
2	0	0.944264	0.055736	0.713947
3	0	0.916396	0.083604	1.016973
4	0	0.888528	0.111472	1.319848
5	0	0.860660	0.139340	1.617458
6	0	0.832791	0.167209	1.915743
7	0	0.804923	0.195077	2.204508
8	0	0.777055	0.222945	2.488092
9	0	0.749187	0.250813	2.765252
10	0	0.721319	0.278681	3.035205


# SPIRIT + RollingPerceptron:
1	77	1.000000	0.034529	0.347675
2	188	0.982350	0.023996	0.527351
3	380	1.000000	0.054042	0.753430
4	479	0.472596	0.087444	1.010256
5	707	0.474686	0.117825	1.257676
6	885	0.302059	0.221779	1.510291
7	969	0.215862	0.283898	1.778166
8	971	0.215397	0.306283	2.064705
9	1055	0.215281	0.327530	2.358674
10	1057	0.213888	0.329450	2.653369


# SPIRIT + LinearPerceptron:
1	1634	1.000000	0.584443	nan
2	1694	1.000000	0.584443	nan
3	1754	1.000000	0.584443	nan
4	0	0.000000	0.000000	nan
5	0	0.000000	0.000000	nan
6	0	0.000000	0.000000	nan
7	0	0.000000	0.000000	nan
8	0	0.000000	0.000000	nan
9	0	0.000000	0.000000	nan
10	0	0.000000	0.000000	nan


